1	1.666667e-01	1.666667e-01	1.666667e-01	2.220446e-16	2.220446e-16
2	2.166667e-01	2.166667e-01	2.166667e-01	0.000000e+00	0.000000e+00
3	2.404762e-01	2.404762e-01	2.404762e-01	3.330669e-16	3.330669e-16
4	2.543651e-01	2.543651e-01	2.543651e-01	4.440892e-16	4.440892e-16
5	2.634560e-01	2.634560e-01	2.634560e-01	6.661338e-16	6.661338e-16
6	2.698662e-01	2.698662e-01	2.698662e-01	2.220446e-16	2.220446e-16
7	2.746281e-01	2.746281e-01	2.746281e-01	2.220446e-16	2.220446e-16
8	2.783046e-01	2.783046e-01	2.783046e-01	2.220446e-16	2.220446e-16
9	2.812286e-01	2.812286e-01	2.812286e-01	4.440892e-16	4.440892e-16
10	2.836095e-01	2.836095e-01	2.836095e-01	4.440892e-16	4.440892e-16
11	2.855858e-01	2.855858e-01	2.855858e-01	4.440892e-16	4.440892e-16
12	2.872525e-01	2.872525e-01	2.872525e-01	5.551115e-16	5.551115e-16
13	2.886770e-01	2.886770e-01	2.886770e-01	7.771561e-16	7.771561e-16
14	2.899085e-01	2.899085e-01	2.899085e-01	7.771561e-16	7.771561e-16
15	2.909838e-01	2.909838e-01	2.909838e-01	7.771561e-16	7.771561e-16
16	2.919308e-01	2.919308e-01	2.919308e-01	7.771561e-16	7.771561e-16
17	2.927711e-01	2.927711e-01	2.927711e-01	7.771561e-16	7.771561e-16
18	2.935219e-01	2.935219e-01	2.935219e-01	5.551115e-16	5.551115e-16
19	2.941966e-01	2.941966e-01	2.941966e-01	7.771561e-16	7.771561e-16
20	2.948064e-01	2.948064e-01	2.948064e-01	7.771561e-16	7.771561e-16
21	2.953601e-01	2.953601e-01	2.953601e-01	7.771561e-16	7.771561e-16
22	2.958651e-01	2.958651e-01	2.958651e-01	8.881784e-16	8.881784e-16
23	2.963277e-01	2.963277e-01	2.963277e-01	1.110223e-15	1.110223e-15
24	2.967528e-01	2.967528e-01	2.967528e-01	1.110223e-15	1.110223e-15
25	2.971450e-01	2.971450e-01	2.971450e-01	1.110223e-15	1.110223e-15
26	2.975078e-01	2.975078e-01	2.975078e-01	8.881784e-16	8.881784e-16
27	2.978445e-01	2.978445e-01	2.978445e-01	1.110223e-15	1.110223e-15
28	2.981578e-01	2.981578e-01	2.981578e-01	1.110223e-15	1.110223e-15
29	2.984501e-01	2.984501e-01	2.984501e-01	8.881784e-16	8.881784e-16
30	2.987233e-01	2.987233e-01	2.987233e-01	7.771561e-16	7.771561e-16
31	2.989793e-01	2.989793e-01	2.989793e-01	8.881784e-16	8.881784e-16
32	2.992197e-01	2.992197e-01	2.992197e-01	7.771561e-16	7.771561e-16
